Date,fips,covid_vaccine_rate
10/03/2021,29215,28.9
10/03/2021,51099,42.7
10/03/2021,36045,60.3
10/03/2021,08073,30.9
10/03/2021,72055,61.5
10/03/2021,16029,31.4
10/03/2021,46017,49.3
10/03/2021,13259,17.8
10/03/2021,20157,45.7
10/03/2021,47171,46.8
10/03/2021,48175,0.0
10/03/2021,35039,65.0
10/03/2021,36047,56.3
10/03/2021,42079,55.7
10/03/2021,48373,0.0
10/03/2021,24021,66.0
10/03/2021,48493,0.0
10/03/2021,18025,33.2
10/03/2021,08095,44.0
10/03/2021,18111,27.9
10/03/2021,18065,46.6
10/03/2021,47049,28.3
10/03/2021,18173,56.5
10/03/2021,37127,48.9
10/03/2021,26025,43.7
10/03/2021,46075,52.2
10/03/2021,21155,48.0
10/03/2021,48419,0.0
10/03/2021,29186,40.1
10/03/2021,72021,76.9
10/03/2021,08081,36.4
10/03/2021,27135,45.2
10/03/2021,04021,44.6
10/03/2021,22089,47.9
10/03/2021,09001,70.6
10/03/2021,32021,49.1
10/03/2021,42043,56.5
10/03/2021,21043,40.0
10/03/2021,37169,33.4
10/03/2021,48295,0.0
10/03/2021,01065,52.5
10/03/2021,06067,56.4
10/03/2021,28123,42.6
10/03/2021,08093,42.4
10/03/2021,54073,13.3
10/03/2021,13187,9.7
10/03/2021,34011,42.2
10/03/2021,48507,0.0
10/03/2021,29227,35.8
10/03/2021,51137,40.5
10/03/2021,51153,61.3
10/03/2021,01075,37.6
10/03/2021,28149,49.7
10/03/2021,37143,23.2
10/03/2021,19037,48.6
10/03/2021,21095,38.7
10/03/2021,42039,44.3
10/03/2021,36079,63.9
10/03/2021,31185,46.3
10/03/2021,17119,48.5
10/03/2021,22075,52.0
10/03/2021,26109,62.7
10/03/2021,48347,0.0
10/03/2021,72093,59.7
10/03/2021,22059,35.9
10/03/2021,35001,53.9
10/03/2021,37175,48.1
10/03/2021,17035,30.4
10/03/2021,55089,63.4
10/03/2021,25027,59.8
10/03/2021,72105,69.3
10/03/2021,13165,20.2
10/03/2021,48275,0.0
10/03/2021,48151,0.0
10/03/2021,46111,38.7
10/03/2021,26015,41.6
10/03/2021,51163,43.8
10/03/2021,19125,46.8
10/03/2021,05123,42.8
10/03/2021,45029,40.9
10/03/2021,20191,37.1
10/03/2021,48209,0.0
10/03/2021,21227,41.7
10/03/2021,40019,37.1
10/03/2021,55023,51.2
10/03/2021,12113,42.8
10/03/2021,13005,11.8
10/03/2021,35043,60.2
10/03/2021,16065,40.7
10/03/2021,13019,17.5
10/03/2021,30103,40.7
10/03/2021,37193,38.9
10/03/2021,36025,50.8
10/03/2021,26001,50.9
10/03/2021,20117,55.8
10/03/2021,42123,42.8
10/03/2021,20015,40.5
10/03/2021,31085,20.8
10/03/2021,47093,51.9
10/03/2021,55129,56.9
10/03/2021,51145,38.5
10/03/2021,22033,48.6
10/03/2021,21037,65.8
10/03/2021,19079,55.6
10/03/2021,47185,36.7
10/03/2021,29103,36.3
10/03/2021,36107,53.0
10/03/2021,40007,26.0
10/03/2021,51550,40.7
10/03/2021,51131,63.5
10/03/2021,26135,37.5
10/03/2021,38083,32.9
10/03/2021,01063,41.4
10/03/2021,48359,0.0
10/03/2021,28085,33.4
10/03/2021,38023,36.0
10/03/2021,06109,51.3
10/03/2021,34039,59.8
10/03/2021,13071,19.3
10/03/2021,51037,36.5
10/03/2021,26133,35.4
10/03/2021,37153,40.3
10/03/2021,48183,0.0
10/03/2021,39061,54.3
10/03/2021,29039,28.5
10/03/2021,47029,43.7
10/03/2021,27065,35.7
10/03/2021,37035,46.8
10/03/2021,17113,51.4
10/03/2021,08109,30.9
10/03/2021,19179,43.2
10/03/2021,12049,35.6
10/03/2021,55009,56.0
10/03/2021,48031,0.0
10/03/2021,12017,50.7
10/03/2021,20131,47.6
10/03/2021,42099,45.1
10/03/2021,01103,37.3
10/03/2021,28071,48.6
10/03/2021,06009,52.0
10/03/2021,26029,57.6
10/03/2021,06017,54.9
10/03/2021,47015,26.7
10/03/2021,48303,0.0
10/03/2021,20093,44.6
10/03/2021,17021,39.2
10/03/2021,29109,33.5
10/03/2021,21129,42.7
10/03/2021,28063,59.2
10/03/2021,72089,59.6
10/03/2021,29089,38.5
10/03/2021,26091,45.9
10/03/2021,26055,59.7
10/03/2021,50023,40.3
10/03/2021,18163,52.0
10/03/2021,01095,38.5
10/03/2021,32029,18.2
10/03/2021,36055,63.3
10/03/2021,13163,29.7
10/03/2021,37085,32.8
10/03/2021,51017,40.8
10/03/2021,01101,43.9
10/03/2021,06071,47.4
10/03/2021,16075,26.1
10/03/2021,40141,40.6
10/03/2021,05081,26.3
10/03/2021,28051,50.2
10/03/2021,19025,53.1
10/03/2021,42089,53.3
10/03/2021,51013,66.8
10/03/2021,37197,42.4
10/03/2021,29077,43.5
10/03/2021,45031,41.7
10/03/2021,37063,59.4
10/03/2021,37157,42.1
10/03/2021,36021,65.7
10/03/2021,72099,68.0
10/03/2021,21237,46.0
10/03/2021,42119,53.1
10/03/2021,10003,57.9
10/03/2021,42083,34.4
10/03/2021,16083,38.0
10/03/2021,41047,54.6
10/03/2021,48079,0.0
10/03/2021,72025,69.2
10/03/2021,54059,23.5
10/03/2021,11001,57.4
10/03/2021,28049,49.7
10/03/2021,37199,44.3
10/03/2021,48437,0.0
10/03/2021,72063,57.0
10/03/2021,08017,27.9
10/03/2021,08057,39.4
10/03/2021,37041,43.6
10/03/2021,28135,35.8
10/03/2021,39071,32.5
10/03/2021,26083,49.9
10/03/2021,51610,54.0
10/03/2021,21199,42.3
10/03/2021,13067,37.5
10/03/2021,48327,0.0
10/03/2021,21203,32.6
10/03/2021,28001,45.6
10/03/2021,55127,47.2
10/03/2021,37057,40.0
10/03/2021,12089,51.0
10/03/2021,72101,61.0
10/03/2021,38049,36.0
10/03/2021,35028,67.4
10/03/2021,48343,0.0
10/03/2021,05083,40.6
10/03/2021,48085,0.0
10/03/2021,34037,55.2
10/03/2021,08071,53.5
10/03/2021,20077,41.2
10/03/2021,13047,16.3
10/03/2021,46011,38.7
10/03/2021,08039,31.9
10/03/2021,49031,31.8
10/03/2021,22039,32.8
10/03/2021,05011,49.8
10/03/2021,42037,55.7
10/03/2021,12015,58.1
10/03/2021,31093,38.1
10/03/2021,21201,34.1
10/03/2021,28093,44.2
10/03/2021,47011,34.9
10/03/2021,17045,37.8
10/03/2021,30063,57.3
10/03/2021,21151,44.9
10/03/2021,01079,40.6
10/03/2021,51735,43.4
10/03/2021,18003,46.9
