Date,FIPS,County,State,Vaccination_Complete_Pct,Metro_status,Social Vulnerability Index (SVI),SVI Category
09/30/2021,27077,Lake of the Woods County,MN,49.3,Non-metro,0.16,Very Low Concern
09/30/2021,32005,Douglas County,NV,46.5,Non-metro,0.18,Very Low Concern
09/30/2021,24015,Cecil County,MD,50.4,Metro,0.29,Low Concern
09/30/2021,23003,Aroostook County,ME,59.9,Non-metro,0.59,Moderate Concern
09/30/2021,42133,York County,PA,52.9,Metro,0.33,Low Concern
09/30/2021,5043,Drew County,AR,41.9,Non-metro,0.8,Very High Concern
09/30/2021,13221,Oglethorpe County,GA,25.3,Metro,0.52,Moderate Concern
09/30/2021,27107,Norman County,MN,47.5,Non-metro,0.32,Low Concern
09/30/2021,55091,Pepin County,WI,44.3,Non-metro,0.1,Very Low Concern
09/30/2021,49053,Washington County,UT,42.0,Metro,0.41,Moderate Concern
09/30/2021,30061,Mineral County,MT,47.6,Non-metro,0.56,Moderate Concern
09/30/2021,37045,Cleveland County,NC,39.7,Non-metro,0.83,Very High Concern
09/30/2021,6011,Colusa County,CA,49.4,Non-metro,0.74,High Concern
09/30/2021,16065,Madison County,ID,40.4,Non-metro,0.4,Moderate Concern
09/30/2021,54019,Fayette County,WV,26.3,Metro,0.76,High Concern
09/30/2021,29093,Iron County,MO,33.0,Non-metro,0.78,High Concern
09/30/2021,5125,Saline County,AR,42.7,Metro,0.33,Low Concern
09/30/2021,8077,Mesa County,CO,42.6,Metro,0.58,Moderate Concern
09/30/2021,20201,Washington County,KS,45.8,Non-metro,0.15,Very Low Concern
09/30/2021,39111,Monroe County,OH,39.1,Non-metro,0.44,Moderate Concern
09/30/2021,46041,Dewey County,SD,56.6,Non-metro,0.88,Very High Concern
09/30/2021,5145,White County,AR,39.2,Non-metro,0.74,High Concern
09/30/2021,32001,Churchill County,NV,40.6,Non-metro,0.6,High Concern
09/30/2021,28015,Carroll County,MS,35.7,Non-metro,0.63,High Concern
09/30/2021,13033,Burke County,GA,38.4,Metro,0.85,Very High Concern
09/30/2021,55059,Kenosha County,WI,51.4,Metro,0.51,Moderate Concern
09/30/2021,19051,Davis County,IA,32.4,Non-metro,0.35,Low Concern
09/30/2021,45041,Florence County,SC,46.4,Metro,0.9,Very High Concern
09/30/2021,21197,Powell County,KY,46.3,Non-metro,0.77,High Concern
09/30/2021,46039,Deuel County,SD,33.0,Non-metro,0.08,Very Low Concern
09/30/2021,13089,DeKalb County,GA,30.2,Metro,0.66,High Concern
09/30/2021,12079,Madison County,FL,37.2,Non-metro,0.96,Very High Concern
09/30/2021,2122,Kenai Peninsula Borough,AK,40.3,Non-metro,0.41,Moderate Concern
09/30/2021,31133,Pawnee County,NE,38.8,Non-metro,0.23,Low Concern
09/30/2021,26091,Lenawee County,MI,45.7,Non-metro,0.41,Moderate Concern
09/30/2021,47067,Hancock County,TN,27.7,Non-metro,0.77,High Concern
09/30/2021,41041,Lincoln County,OR,63.2,Non-metro,0.55,Moderate Concern
09/30/2021,36063,Niagara County,NY,58.0,Metro,0.33,Low Concern
09/30/2021,37157,Rockingham County,NC,41.8,Metro,0.79,High Concern
09/30/2021,37167,Stanly County,NC,22.5,Non-metro,0.63,High Concern
09/30/2021,1129,Washington County,AL,40.4,Non-metro,0.73,High Concern
09/30/2021,55099,Price County,WI,54.6,Non-metro,0.16,Very Low Concern
09/30/2021,1029,Cleburne County,AL,26.4,Non-metro,0.54,Moderate Concern
09/30/2021,27079,Le Sueur County,MN,41.4,Metro,0.11,Very Low Concern
09/30/2021,21177,Muhlenberg County,KY,44.2,Non-metro,0.61,High Concern
09/30/2021,12083,Marion County,FL,50.0,Metro,0.75,High Concern
09/30/2021,26071,Iron County,MI,49.8,Non-metro,0.28,Low Concern
09/30/2021,28159,Winston County,MS,42.3,Non-metro,0.93,Very High Concern
09/30/2021,51165,Rockingham County,VA,40.3,Metro,0.32,Low Concern
09/30/2021,28013,Calhoun County,MS,36.0,Non-metro,0.96,Very High Concern
09/30/2021,29011,Barton County,MO,29.9,Non-metro,0.6,Moderate Concern
09/30/2021,22045,Iberia Parish,LA,39.4,Metro,0.96,Very High Concern
09/30/2021,22009,Avoyelles Parish,LA,38.6,Non-metro,0.96,Very High Concern
09/30/2021,53075,Whitman County,WA,40.0,Non-metro,0.51,Moderate Concern
09/30/2021,12071,Lee County,FL,54.3,Metro,0.55,Moderate Concern
09/30/2021,49045,Tooele County,UT,45.7,Metro,0.31,Low Concern
09/30/2021,30043,Jefferson County,MT,43.2,Non-metro,0.05,Very Low Concern
09/30/2021,39077,Huron County,OH,41.4,Non-metro,0.43,Moderate Concern
09/30/2021,56005,Campbell County,WY,23.5,Non-metro,0.33,Low Concern
09/30/2021,29141,Morgan County,MO,33.5,Non-metro,0.63,High Concern
